num.network.threads,num.io.threads,queued.max.requests,num.replica.fetchers,socket.receive.buffer.bytes,socket.send.buffer.bytes,socket.request.max.bytes,buffer.memory,batch.size,linger.ms,compression.type,T,L
19,6,84,11,11,6,16,5,40,72,lz4,25.02,31.2
3,3,72,7,18,3,16,44,52,45,none,30.07,55.02
4,10,80,15,12,7,9,41,36,30,gzip,7.07,62.6
4,18,49,1,1,19,19,5,56,94,gzip,6.92,100.92
15,3,50,5,19,19,24,27,54,69,none,32.13,31.7
3,22,90,11,15,9,18,1,51,45,none,30.43,31.77
13,20,1,9,12,3,1,34,8,38,none,26.96,51.5
2,10,96,9,12,1,27,19,25,15,none,30.29,66.01
12,13,55,20,14,18,17,27,35,17,gzip,6.96,62.22
19,7,25,12,9,6,27,39,24,23,lz4,24.65,26.05
5,10,65,12,1,20,22,33,30,81,none,15.59,3537.86
9,23,55,20,7,3,27,22,15,20,snappy,23.71,19.67
9,9,82,16,17,4,21,40,52,7,snappy,24.06,37.57
13,8,28,13,13,20,1,34,16,67,gzip,7.32,29.29
11,14,23,17,1,2,22,21,17,63,none,15.14,2479.12
14,17,62,15,5,18,23,43,29,78,snappy,24.51,26.74
2,15,74,6,19,6,3,45,64,100,snappy,23.83,76.13
6,7,12,12,17,15,1,38,18,40,none,30.74,19.44
14,10,85,11,18,5,13,37,23,16,none,30.25,24.85
11,10,81,7,20,12,24,27,46,81,gzip,6.97,79.11
20,13,67,18,16,13,25,24,54,1,gzip,8.16,10.63
19,4,90,13,16,17,6,12,53,60,lz4,25.12,34.43
18,5,67,8,4,20,16,16,27,51,lz4,23.23,30.19
1,15,58,17,6,20,7,48,48,15,snappy,23.07,52.71
1,1,40,6,14,17,10,8,42,37,lz4,24.56,38.57
8,10,80,3,12,10,2,31,62,79,gzip,7.01,103.99
11,11,34,11,2,19,17,48,55,6,gzip,7.03,46.25
1,12,61,20,18,2,18,4,42,79,gzip,7.04,84.37
2,24,12,19,13,19,9,14,7,2,snappy,21.05,37.68
18,23,75,3,3,6,6,15,11,44,snappy,21.75,39.25
15,17,60,20,16,8,30,46,39,87,lz4,25.13,27.08
11,3,45,18,9,8,19,21,3,46,snappy,20.75,164.58
11,22,60,17,10,1,28,43,43,75,none,30.38,32.85
18,20,82,2,18,13,9,3,11,65,none,28.38,18.26
2,23,65,14,16,7,12,18,38,83,lz4,25.04,32.35
11,11,42,14,10,5,6,19,35,6,gzip,7.04,45.82
13,10,9,16,11,16,23,5,10,13,gzip,7.62,19.14
3,6,14,6,12,17,23,4,24,35,snappy,24.34,23.48
15,17,40,17,13,6,23,36,61,78,none,28.02,34.66
2,18,96,1,2,17,28,40,22,32,snappy,15.59,2992.86
10,5,39,7,14,16,18,40,22,73,snappy,24.87,21.48
18,13,25,4,15,6,1,11,61,28,snappy,24.26,47.67
13,23,100,14,19,13,2,29,55,79,gzip,7.01,97.16
17,21,33,20,11,17,4,31,51,95,lz4,24.84,35.21
14,9,47,10,9,11,30,45,38,69,lz4,24.57,29.25
19,21,16,5,1,20,4,33,54,11,none,16.12,3440.88
7,11,21,15,10,6,17,44,51,44,snappy,25.22,32.86
9,19,51,8,19,19,12,4,64,74,gzip,7,108.03
11,13,42,18,11,11,2,12,47,50,none,31.89,32.24
14,22,77,11,17,7,26,40,6,84,lz4,21.82,22.92
15,6,46,2,11,14,20,43,36,0,snappy,22.85,19.05
11,5,51,4,20,6,27,9,10,46,none,28.35,21.98
11,22,19,14,20,17,6,30,21,7,none,30.43,19.53
14,11,71,1,5,10,16,16,25,67,snappy,23.88,25.94
20,2,84,7,20,7,11,15,53,91,none,31.4,31
3,6,45,16,1,7,23,31,23,53,snappy,14.64,3325.98
18,18,37,5,19,20,5,31,29,89,none,31.15,22.99
4,11,95,1,1,2,16,29,25,8,lz4,14.84,3254.21
14,1,79,5,4,3,21,44,48,95,snappy,24.2,41.46
8,8,92,1,16,9,13,2,17,52,none,29.77,19.95
12,7,84,6,11,3,29,1,2,76,lz4,15.67,103.95
13,13,7,7,13,17,17,3,48,98,gzip,6.95,88.28
13,3,94,6,20,11,5,25,40,68,gzip,6.92,71.19
15,2,70,18,14,1,6,22,27,42,none,31.71,26.09
13,6,15,20,4,17,11,5,40,22,lz4,23.36,40.91
10,7,33,12,18,9,7,28,42,43,none,32.01,27.65
4,20,53,4,2,8,28,6,19,86,gzip,7.25,38.51
3,1,11,11,7,9,19,16,19,80,gzip,7.22,35.43
12,16,18,12,2,3,14,2,19,96,lz4,20.27,126.53
19,11,20,11,8,9,11,26,25,34,none,29.86,23.73
2,17,75,3,12,12,26,7,60,62,lz4,25.21,43.54
5,8,33,4,9,8,25,25,57,28,none,31.49,36.21
5,13,97,14,20,6,9,20,28,25,snappy,25.05,24.68
18,24,44,11,16,15,7,3,61,37,none,32.62,33.21
19,9,70,5,13,10,12,39,32,92,lz4,25.05,25.1
15,5,28,2,20,9,14,33,49,16,none,32.32,31.4
10,7,36,5,10,16,20,6,5,81,lz4,20.94,24.79
8,23,22,9,19,13,13,13,28,82,snappy,24.98,23.28
1,18,93,17,2,8,14,19,55,51,gzip,6.99,112.81
1,11,55,13,18,20,24,25,44,19,gzip,6.99,90.41
7,15,10,16,6,11,3,20,37,79,gzip,6.99,66.67
18,17,24,16,16,6,18,44,45,1,none,30.19,23.29
9,11,30,1,6,18,25,16,33,60,lz4,24.98,28.24
19,9,93,17,12,7,30,42,10,84,none,28.9,26
10,4,80,18,8,14,4,11,26,21,gzip,7.1,47.33
5,14,49,12,14,8,5,22,22,60,lz4,24.38,22.4
17,22,100,20,10,7,12,23,27,46,lz4,25.36,21.73
19,2,95,2,18,16,22,10,27,93,none,30.67,22.54
14,13,91,7,7,18,1,17,23,76,lz4,24.99,23.13
8,2,78,9,8,7,1,21,60,91,none,30.76,36.76
8,8,50,17,16,7,6,35,39,84,gzip,7.04,67.87
14,16,49,4,4,14,21,37,33,91,none,28.29,39.91
5,15,52,12,3,9,10,6,50,4,none,26.65,102.43
12,24,80,4,16,18,29,47,10,71,lz4,23.42,17.16
16,6,70,16,2,7,13,9,54,62,snappy,20.48,276.05
14,10,39,1,10,6,5,27,36,65,lz4,25.36,26.17
14,10,72,4,13,9,17,25,6,28,none,27.26,31.19
1,17,100,2,11,10,19,44,15,18,none,27.53,33.31
17,12,12,20,2,6,10,20,57,52,none,21.45,1455.2
17,11,55,9,6,9,2,39,2,32,lz4,14.9,3774.71
17,10,14,17,18,9,2,4,7,19,gzip,7.9,13.83
13,10,83,10,10,5,4,40,57,55,none,30.35,44.85
16,20,99,1,17,11,5,27,24,42,none,31.35,19.98
9,18,92,20,5,1,16,9,56,67,snappy,22.11,111.03
15,18,32,10,11,12,18,20,59,73,snappy,24.87,36.42
19,19,33,2,16,2,5,30,2,24,snappy,16.49,2679.9
9,14,91,9,6,16,12,18,63,70,none,30.12,48.5
1,9,37,3,1,3,9,40,58,0,gzip,8.21,16.45
17,14,77,2,18,3,19,2,37,1,none,30.73,28.49
19,21,7,19,7,3,24,26,15,52,snappy,23.67,25.66
5,7,53,11,15,4,12,12,4,45,snappy,22.18,165.54
13,23,12,6,17,10,28,16,27,75,gzip,7.07,48.26
18,4,15,15,6,9,16,27,51,55,none,31.1,36.41
3,8,81,19,1,20,22,19,11,39,gzip,7.32,24.74
5,23,7,15,12,18,2,36,47,79,lz4,24.87,38.64
7,1,20,6,14,15,17,35,47,93,gzip,6.95,84.33
1,5,71,14,19,1,23,34,24,68,gzip,7.13,53.59
6,23,4,13,17,19,8,19,57,35,snappy,24.92,43.92
6,10,1,6,3,17,28,29,61,18,snappy,22.05,85.95
5,12,73,17,9,4,16,17,40,92,gzip,7.06,73.58
20,2,49,4,7,14,21,10,48,14,none,31.45,35.13
14,18,20,7,9,12,7,16,6,44,gzip,7.97,13.98
19,21,26,18,2,7,20,35,36,32,gzip,6.91,66.92
9,9,69,18,15,7,10,29,11,61,snappy,23.39,17.85
14,23,1,13,10,8,23,46,43,86,gzip,6.93,78.79
6,8,23,17,17,5,17,44,7,39,gzip,7.89,17.32
1,13,61,17,20,9,23,13,16,39,gzip,7.37,35.92
4,23,11,16,16,19,29,8,40,68,none,30.63,27.77
12,8,53,10,4,15,12,21,31,71,snappy,23.35,39.62
4,10,55,15,9,17,27,39,63,68,gzip,6.92,110.48
1,21,84,7,10,14,27,10,38,32,lz4,24.42,37.99
2,22,89,13,15,14,6,3,54,39,snappy,25.13,39.77
1,2,27,17,4,8,7,12,22,2,none,25.67,559.56
12,4,15,7,16,6,6,22,9,14,lz4,22.71,21.02
16,14,88,5,16,9,25,30,33,67,snappy,25.05,27.09
6,20,100,17,1,14,11,42,56,27,snappy,14.33,4426.82
14,18,74,17,1,10,8,37,61,92,snappy,14.78,3825.73
19,17,37,15,16,17,10,38,55,93,gzip,7.07,93.31
4,22,16,8,10,18,28,43,40,87,gzip,7.03,73.46
13,6,17,3,5,19,3,7,26,75,lz4,24.35,26.97
18,11,35,16,19,2,3,29,34,11,lz4,24.86,27.1
12,22,14,6,7,7,4,17,9,87,none,28.12,30.29
8,9,65,16,3,8,5,46,26,38,none,25.92,275.74
17,17,27,9,5,7,9,44,8,81,lz4,21.66,23.28
1,24,27,9,3,14,15,43,33,98,gzip,7.09,70.29
18,18,85,17,19,11,29,45,45,61,snappy,25.06,33.1
3,13,54,13,19,15,4,35,44,90,gzip,7,81.44
4,23,5,14,13,18,26,18,27,81,snappy,24.61,26.77
7,21,69,1,20,11,15,13,18,26,none,30.5,21.56
19,16,2,6,7,3,28,44,46,85,gzip,7.08,80.98
19,11,6,15,8,10,9,27,29,6,none,30.51,26.36
3,11,22,2,5,18,16,18,8,100,lz4,22.28,36.03
13,8,75,6,19,15,5,24,1,89,snappy,9.34,3477.92
14,17,44,2,15,2,20,48,35,49,snappy,24.35,29.23
20,6,94,4,10,8,4,4,21,56,gzip,7.23,38.02
15,1,17,17,20,7,25,11,36,70,gzip,6.99,65
8,19,18,11,9,15,24,37,35,98,gzip,7.1,62.83
20,21,39,20,18,9,13,26,34,59,none,32,23.67
17,21,41,15,19,3,26,37,5,73,snappy,20.91,44.04
18,7,43,12,7,7,25,12,18,24,none,30.09,24.75
13,11,19,5,19,17,17,46,46,37,none,31.75,31.21
8,23,61,7,3,3,3,46,31,44,gzip,7.13,59.13
10,15,99,14,15,6,22,14,56,65,snappy,24.56,48.52
19,6,4,8,6,15,7,47,30,79,lz4,25,27.93
8,24,53,8,12,17,9,43,60,21,lz4,25.25,43.34
5,1,67,17,10,6,24,48,42,23,gzip,7,79.77
3,15,84,1,4,9,20,31,60,16,none,27.59,88.51
5,4,97,2,12,15,17,24,24,83,lz4,25.17,21.73
6,9,5,20,15,15,12,30,59,68,snappy,25.45,35.39
12,11,69,13,17,17,19,24,31,34,none,31.67,24.84
2,15,18,7,1,9,29,31,60,24,snappy,14.74,3356.48
18,23,95,17,19,16,26,16,50,41,gzip,7.01,86.35
1,11,66,17,7,5,7,46,37,32,gzip,7.11,76.92
13,20,81,17,19,9,5,13,37,16,lz4,24.85,27.84
13,1,17,19,20,19,29,45,38,59,none,31.95,28.11
19,18,79,15,20,10,10,14,12,55,none,29.77,19.21
17,8,22,6,14,2,19,5,61,20,lz4,24.51,49.83
15,22,75,3,16,15,20,41,30,41,lz4,25.08,24.13
13,20,100,8,8,19,14,13,18,53,gzip,7.22,33.53
7,21,23,17,18,7,13,43,17,84,gzip,7.26,31.66
5,1,59,8,20,8,27,4,24,13,lz4,24.05,28.98
9,7,92,12,2,3,1,18,40,54,snappy,20.27,307.29
6,13,87,7,9,18,14,24,58,89,none,30.86,34.38
1,19,11,19,3,9,21,27,42,100,snappy,19.47,558.96
5,9,49,10,10,9,10,28,35,27,gzip,6.94,64.14
18,10,71,5,13,6,6,26,40,11,lz4,22.3,29.07
9,20,23,10,14,13,8,5,16,47,snappy,23.78,20.73
20,2,24,9,11,8,15,22,15,69,lz4,23.74,21.21
12,6,23,4,3,17,17,38,13,26,none,24.86,720.22
9,7,67,14,19,13,22,6,61,24,gzip,7.03,102.89
11,7,18,10,19,18,23,5,48,10,snappy,24.97,32.38
15,8,61,15,2,16,19,10,64,1,snappy,19.95,358.24
17,4,70,9,10,5,30,13,29,49,snappy,24.35,23
19,9,58,18,10,1,18,31,59,40,snappy,24.85,44.84
5,17,75,8,10,17,30,16,43,75,none,30.93,32.15
14,7,44,17,3,11,10,31,59,9,snappy,22.22,69.01
7,5,42,4,1,10,21,16,55,2,snappy,15.31,1753.41
3,10,61,20,13,15,19,48,26,60,snappy,24.89,24.86
16,10,76,3,11,15,10,27,62,14,snappy,25.05,40.61
8,10,16,4,1,9,3,4,10,13,none,13.52,542.14
13,23,30,7,5,10,24,43,27,87,none,28.01,47.45
1,21,42,17,15,4,28,5,18,46,snappy,22.33,52.35
12,20,30,3,14,11,14,1,63,16,lz4,23.63,35.9
10,3,45,6,12,14,25,44,28,42,gzip,7.05,50.2
19,6,49,3,9,14,14,25,55,91,gzip,6.94,93.36
4,7,87,16,5,10,14,48,59,59,lz4,24.73,51.5
20,23,35,12,10,3,4,11,43,66,gzip,7.02,74.15
2,4,50,1,19,3,5,38,21,30,lz4,23.76,31.91
19,5,17,15,14,8,24,21,52,21,gzip,6.95,89.43
2,5,38,2,18,17,28,21,29,10,gzip,7.15,54.85
20,13,45,5,14,16,12,31,27,52,lz4,25.05,23.42
11,9,74,19,14,1,11,28,48,60,none,31.35,38.68
5,15,4,2,14,13,3,8,47,19,gzip,7.02,85.43
18,6,85,12,15,9,28,10,18,49,gzip,7.28,32.96
6,21,74,2,10,9,3,10,12,11,none,29.05,21.32
12,4,34,12,13,1,10,39,9,71,gzip,7.7,20.17
19,4,14,7,7,18,29,34,3,15,snappy,20.57,435.45
8,23,24,15,9,15,10,46,45,80,snappy,25.23,31.72
7,20,15,5,8,3,16,39,8,8,gzip,7.76,15.7
12,4,21,13,8,10,24,45,17,34,gzip,7.2,31.81
9,14,21,8,14,12,1,25,63,48,snappy,25.05,40.94
1,17,38,18,12,17,23,13,60,82,none,30.96,46.15
10,5,94,6,10,12,21,4,25,10,snappy,24.91,24
15,2,27,20,11,4,18,12,6,16,lz4,21.52,23.74
9,13,28,5,12,18,23,32,51,94,gzip,6.95,88.13
10,2,53,10,18,18,29,13,42,61,snappy,24.84,31.16
18,4,21,18,9,6,22,34,19,95,snappy,24.07,21.58
20,22,5,12,6,7,6,17,21,36,snappy,23.82,98.07
17,18,74,18,10,3,30,26,61,94,lz4,21.8,337.57
15,2,17,13,20,9,24,24,31,89,gzip,7.15,56.19
11,6,32,4,17,12,6,19,27,94,none,28.44,190.95
15,14,56,6,9,14,21,14,35,67,gzip,7.47,58.57
7,22,60,7,2,10,10,30,28,90,lz4,20.58,1413.34
20,11,91,8,6,11,30,10,54,4,gzip,7.17,31.88
20,19,48,3,8,6,1,48,49,66,lz4,25.17,35.28
19,7,19,12,13,18,23,43,64,60,snappy,24.65,111.9
4,9,35,9,6,16,15,48,20,89,gzip,7.23,36.32
13,22,5,10,8,19,17,40,36,34,snappy,25.12,28.29
1,20,89,17,13,13,9,6,37,100,gzip,7.11,78.45
1,19,47,8,12,8,10,37,16,41,lz4,22.08,153.15
18,10,11,12,19,2,3,6,61,78,lz4,24.68,44.9
7,11,82,5,19,4,21,22,34,20,none,30.27,142.51
9,2,13,5,10,20,13,17,2,23,lz4,14.54,1860.59
8,15,98,17,15,10,29,41,19,77,none,30.3,138.94
10,2,72,6,20,6,27,18,58,17,snappy,24.65,65.3
16,4,88,7,4,6,29,30,48,36,none,28.11,63.89
20,7,42,12,10,3,20,40,45,7,none,29.25,191.27
10,14,12,3,11,9,28,6,47,15,snappy,23.4,66.38
17,20,32,18,15,2,12,37,9,85,snappy,23.05,168.45
11,6,70,11,11,11,30,43,9,30,lz4,22.92,20.6
19,19,52,18,13,11,15,27,49,48,gzip,6.96,87.04
19,24,50,16,20,8,3,33,47,45,none,31.34,104.73
16,15,52,1,4,10,11,4,59,25,lz4,22.66,81.14
5,9,67,14,12,11,6,16,51,13,lz4,25.24,36.71
19,23,3,4,10,19,8,26,27,22,gzip,7.11,48.29
13,5,39,7,13,5,20,43,28,32,snappy,23.92,89
1,21,85,2,19,19,2,47,3,42,snappy,13.66,4921.11
13,17,81,11,14,9,10,11,8,98,gzip,7.89,16.29
8,20,42,3,3,6,19,13,37,58,none,26.01,199.3
17,18,15,12,15,16,22,26,10,11,lz4,22.93,103.97
13,5,94,9,5,5,22,41,21,9,snappy,23.37,104.7
18,15,84,16,12,19,12,36,48,73,none,32,28.8
2,1,99,13,6,15,20,23,46,37,lz4,24.18,161.76
10,21,8,10,11,6,21,19,43,80,lz4,24.54,104.92
13,6,57,13,18,7,21,16,5,1,snappy,20.58,179.08
17,6,49,16,1,8,20,19,26,43,none,12.78,2605.6
6,13,52,8,19,17,21,46,15,91,snappy,24.31,94.03
11,11,64,13,11,18,11,27,3,85,gzip,8.79,7.48
6,14,7,1,17,9,27,46,9,44,lz4,22.27,93.91
14,15,41,15,1,12,27,11,39,10,none,15.5,1279.4
2,14,18,20,12,14,8,10,40,84,lz4,23.78,92.34
1,8,11,20,15,9,12,12,49,94,lz4,23.59,127.82
15,10,24,7,15,2,25,35,58,23,none,28.84,228.05
11,11,2,11,2,7,20,1,50,52,lz4,17.09,69.71
