num.network.threads,num.io.threads,queued.max.requests,num.replica.fetchers,socket.receive.buffer.bytes,socket.send.buffer.bytes,socket.request.max.bytes,buffer.memory,batch.size,linger.ms,compression.type,T,L
14,19,8,20,8,18,5,28,57,11,none,30.73,77.01
5,14,62,9,3,7,2,1,45,62,snappy,21.36,60.92
16,19,33,1,6,9,28,9,21,90,snappy,29.29,28.88
5,17,85,2,6,14,20,5,11,43,snappy,26.49,86.14
4,21,76,7,5,6,16,10,59,8,none,34.25,92.68
6,9,86,11,8,15,15,31,43,59,none,34.21,34.88
6,20,26,19,10,12,11,1,60,16,gzip,9.28,85.69
7,2,74,9,17,9,5,17,46,16,snappy,27.81,97.61
2,11,34,19,2,17,13,34,44,11,snappy,18.02,2982.93
6,12,60,4,6,9,26,14,25,39,none,34.23,47.32
15,8,92,9,14,3,11,9,5,14,none,28.99,120.9
15,12,71,20,12,18,17,45,2,56,none,20.88,3648.14
7,19,41,16,4,12,21,6,7,32,snappy,26.55,243.14
3,21,27,14,5,18,15,8,16,62,none,33,158.76
9,13,80,17,10,18,7,18,57,100,gzip,9.26,76.6
20,6,38,17,14,5,21,1,58,99,none,26.56,34.1
13,23,50,13,15,14,4,41,22,54,gzip,9.47,33.92
7,17,83,20,8,14,7,43,3,22,gzip,12.5,30.6
17,3,71,20,4,3,25,36,59,81,lz4,24.89,1204.47
13,16,64,16,14,9,25,34,5,24,gzip,11.54,8.97
5,18,40,18,11,7,8,1,26,1,gzip,10.44,13.78
9,23,85,17,19,12,4,2,43,0,none,29.87,33
19,11,95,20,4,18,30,2,10,64,gzip,10.32,15.4
14,24,15,8,9,11,22,1,42,72,none,29.82,36.13
1,14,47,19,6,15,24,39,28,19,snappy,25.68,281.8
17,7,73,8,13,12,16,7,31,48,none,31.6,62.03
18,16,95,18,16,1,10,48,6,46,gzip,10.98,10.62
16,7,81,9,3,2,3,15,59,69,none,25.49,991.39
10,5,53,12,3,20,5,9,63,0,none,26.42,561.39
7,2,47,3,13,16,13,43,27,4,none,31.56,57.97
3,19,55,16,7,12,25,4,52,69,none,33.84,66.37
12,6,46,10,14,18,5,2,55,25,none,34.16,33.28
14,5,77,19,20,3,23,45,11,22,gzip,10.09,16.95
5,5,83,2,10,15,8,16,2,22,none,21.3,1376.23
6,4,9,8,2,1,6,36,48,32,none,25.26,2212.17
15,20,29,5,7,17,6,32,41,25,gzip,9.4,55.18
18,24,94,5,15,5,18,32,53,9,snappy,27.69,142.27
12,5,75,11,2,18,24,47,12,95,snappy,20.03,3093.59
9,10,85,2,7,5,20,10,58,72,gzip,9.33,75.82
3,12,22,12,7,7,27,19,49,8,gzip,9.34,65.67
8,5,13,9,13,14,28,45,48,15,lz4,27.87,91.8
15,23,53,13,4,20,5,26,53,94,gzip,9.29,71.03
19,12,21,10,18,8,20,43,58,27,none,34.97,36.7
6,5,47,7,1,13,26,13,3,41,lz4,13.26,1534.91
12,8,74,15,1,9,27,11,56,27,lz4,15.73,1192.15
20,20,26,17,11,11,14,28,5,81,none,29.29,388.43
20,5,99,6,9,6,11,35,40,65,none,31.18,187.27
18,6,72,18,15,7,5,12,28,95,lz4,30.31,25.76
16,3,9,7,17,11,20,32,49,51,lz4,28.94,99.74
4,8,91,9,6,4,19,23,18,100,lz4,28.55,122.11
4,15,66,19,2,9,3,32,47,22,gzip,9.36,70.21
19,19,78,9,17,10,26,43,11,38,lz4,27.32,124.04
20,12,73,17,1,14,10,29,27,96,gzip,9.31,43.81
18,2,2,12,20,16,27,15,50,84,none,31.73,103.1
6,14,67,15,8,14,9,47,27,34,snappy,28.73,147.62
1,8,80,8,5,1,10,16,36,47,none,22.02,1234.79
1,5,86,11,17,8,8,41,48,29,lz4,26.83,153.55
18,4,72,7,11,7,5,15,50,39,gzip,9.31,71.84
12,11,41,7,11,2,7,41,63,35,lz4,27.86,142.7
11,4,31,11,17,7,6,7,39,46,lz4,27.93,83.91
2,20,46,5,12,20,11,16,22,53,snappy,29.32,26.98
20,23,9,10,7,15,15,7,49,38,gzip,9.36,68.14
14,3,33,19,11,5,18,8,60,21,lz4,29.95,68.96
1,22,58,18,6,2,16,42,47,33,lz4,22.79,2566.75
14,5,23,20,11,7,3,22,9,94,snappy,26.49,424.89
12,9,90,19,8,4,27,4,42,16,snappy,21.13,200.12
17,4,95,19,11,4,8,17,39,99,gzip,9.41,54.25
11,4,23,17,13,17,14,33,7,22,lz4,27.67,91.05
19,4,90,6,16,6,16,2,3,60,lz4,16.09,191.22
3,15,31,12,16,17,16,8,14,79,lz4,27.03,81.26
14,22,76,7,15,17,27,16,12,53,gzip,10.12,18.16
13,12,3,18,15,20,25,46,29,65,lz4,29.1,136.66
1,21,54,16,16,16,23,11,37,51,lz4,27.99,135.2
12,6,94,4,3,5,6,37,26,98,snappy,27.25,543.9
17,19,41,3,7,19,20,46,42,53,snappy,30.07,35.14
1,13,23,17,4,13,20,48,5,42,none,23.34,3256.46
16,13,90,11,18,6,10,36,30,15,gzip,9.48,40.66
17,20,69,15,9,3,4,31,58,50,lz4,30.1,93.86
11,22,88,19,14,1,24,14,52,50,none,31.53,237.49
8,15,13,9,11,13,9,20,30,51,snappy,29.91,27.39
1,2,32,5,5,10,4,28,63,87,none,26.77,840.61
20,23,86,20,19,14,17,18,55,67,lz4,28.59,129.83
18,1,94,12,6,6,9,42,49,76,gzip,9.2,67.99
16,1,30,3,4,10,5,47,46,15,lz4,28.83,148.84
7,13,72,17,5,12,23,30,20,74,lz4,28.91,79.49
4,8,11,15,19,17,27,5,52,17,snappy,29.89,34.44
1,11,69,2,20,7,1,18,61,26,lz4,28.79,86.57
20,11,81,8,9,14,11,11,27,70,none,31.82,114.36
1,12,42,18,15,18,30,16,49,91,none,32.91,81.51
14,3,63,1,6,5,30,45,25,54,lz4,27.81,188.39
13,20,92,7,1,11,2,12,15,43,snappy,14.18,1293.99
9,13,50,9,7,7,2,46,16,32,none,31.95,145.68
12,9,81,2,14,10,20,35,51,40,snappy,29.28,151.8
19,13,4,1,14,17,22,23,23,12,snappy,28.9,149.97
15,11,4,16,17,3,18,10,39,84,none,30.72,153.18
11,16,50,17,18,16,14,10,43,51,lz4,30.38,31.53
10,4,71,3,2,2,13,13,4,20,lz4,17.48,868.33
17,9,71,16,17,13,19,11,60,49,lz4,29.03,104.85
8,23,28,13,20,18,24,9,6,64,snappy,24.54,373.99
11,3,15,3,6,2,16,28,42,6,gzip,9.52,47.3
20,4,67,11,7,1,16,47,43,39,lz4,27.74,211.14
12,17,14,1,14,15,10,29,28,78,snappy,30.17,29.67
9,15,87,16,17,13,2,2,26,99,none,31.73,32.95
13,6,100,3,11,10,22,1,57,42,gzip,9.37,78.56
20,2,57,7,16,13,16,7,22,94,snappy,27.59,68.94
16,17,89,20,19,3,23,5,38,54,lz4,28.75,42.88
19,13,14,5,17,20,22,30,49,44,gzip,9.39,65.38
15,1,93,12,10,20,30,9,51,20,snappy,30.35,38.85
6,4,71,16,14,11,9,3,2,62,snappy,18.96,304.97
20,4,60,14,19,17,17,16,35,91,none,31.92,63.63
3,8,70,3,12,2,19,30,10,90,none,30.81,425.41
14,3,41,3,7,9,8,3,32,82,snappy,27.26,58.73
3,10,5,5,14,15,12,44,7,79,lz4,25.72,327.06
13,22,77,1,10,4,1,44,4,23,snappy,20.23,2353.4
16,1,7,7,4,1,12,39,38,60,snappy,26.74,192.16
7,9,100,1,12,6,15,14,18,39,none,34.32,99.62
10,23,58,4,15,3,7,32,36,44,snappy,28.55,58.43
10,23,71,18,20,13,26,11,51,9,none,32.42,52.2
4,11,10,4,3,10,22,37,23,93,none,25.27,2039.52
12,20,48,8,8,14,26,40,29,74,lz4,30.21,31.59
17,23,63,20,4,12,29,17,2,98,snappy,18.47,1691.06
18,17,49,1,12,3,4,4,1,67,gzip,13.58,11.32
14,6,49,13,7,1,7,17,10,71,none,29.09,383.64
7,1,54,10,16,2,9,43,55,79,none,30.41,188.16
10,23,1,12,8,5,6,18,44,86,none,30.92,103.24
12,17,49,14,4,8,3,25,46,25,gzip,9.17,65.9
6,9,34,19,18,20,2,25,53,81,snappy,28.25,111.8
6,10,9,11,11,14,20,27,50,25,gzip,9.4,68.37
6,13,72,2,8,12,14,34,6,78,none,31.93,321.35
3,16,13,17,19,3,9,46,4,4,none,14.77,3510.84
16,15,93,11,9,14,28,40,59,32,snappy,27.64,103.28
15,14,89,19,4,16,29,28,22,6,snappy,27.01,290.64
8,20,17,2,20,16,25,42,14,86,none,31.56,94.92
19,5,95,2,13,8,2,35,61,31,gzip,9.24,82.65
19,19,70,6,1,6,14,16,29,57,gzip,9.5,44.97
9,19,3,12,20,18,3,2,18,68,gzip,9.74,44.83
15,15,28,18,10,15,6,15,2,0,lz4,18.01,1525.33
10,5,55,13,20,13,12,15,37,51,gzip,9.75,50.91
17,2,11,12,6,6,19,4,3,62,lz4,19.98,308.2
10,23,15,7,17,14,4,41,23,34,snappy,29.43,25.17
3,7,98,7,7,19,12,44,47,45,gzip,9.35,63.65
19,2,66,6,1,5,5,10,56,24,none,15.89,1125.91
16,2,27,16,12,19,30,20,58,7,snappy,28.31,102.89
18,8,95,11,4,19,27,14,21,70,snappy,28.36,149.82
13,17,64,13,15,4,30,39,29,35,gzip,9.44,41.28
14,15,87,17,7,8,27,7,55,100,gzip,9.32,74.3
18,8,3,17,2,12,14,44,38,16,none,20.87,3333.55
1,11,78,6,2,6,7,40,20,48,none,14.64,4610.64
12,24,48,6,15,6,4,15,7,40,gzip,10.9,10.69
1,9,99,17,12,19,5,19,54,57,none,32.08,142.72
13,11,88,18,7,10,10,34,40,28,none,32.5,98.44
