num.network.threads,num.io.threads,queued.max.requests,num.replica.fetchers,socket.receive.buffer.bytes,socket.send.buffer.bytes,socket.request.max.bytes,buffer.memory,batch.size,linger.ms,compression.type,T,L
16,24,46,8,14,4,16,13,33,29,lz4,13.11,1722.4
11,10,77,4,2,18,18,2,17,96,lz4,9.6,369.63
13,21,66,3,17,15,13,45,14,69,gzip,7.37,41.82
6,14,70,17,4,6,11,6,51,14,none,13.39,815.48
17,6,10,4,18,15,27,21,62,23,lz4,14.74,2425.22
19,17,59,2,1,19,7,47,16,79,gzip,7.19,51.05
20,13,61,15,5,13,16,43,51,35,gzip,7.03,120.34
20,19,70,7,4,8,30,10,1,74,gzip,2.66,8815.07
18,23,28,9,13,17,4,43,62,58,snappy,13.3,4807.5
18,21,78,6,15,14,17,42,35,16,lz4,13.03,5145.7
5,7,83,3,8,1,26,19,33,79,gzip,7.07,87.55
6,6,47,9,19,8,26,12,25,34,gzip,7.18,64.56
16,7,99,9,16,14,24,1,55,29,none,8.92,86.22
4,14,38,15,9,9,23,7,31,6,gzip,7.09,65.61
4,13,85,2,13,1,2,34,55,44,none,12.2,4824.92
4,7,86,1,10,12,23,32,54,0,none,12.45,4293.17
12,14,49,18,8,19,4,1,31,23,none,12.96,117.13
1,11,55,3,4,11,2,22,51,95,lz4,13.14,2822
6,15,7,13,5,8,7,21,12,74,none,10.56,3540.35
8,23,76,15,10,4,17,41,5,15,none,6.89,9811.66
5,23,51,6,2,11,11,41,27,13,gzip,7.04,69.87
11,10,20,1,6,9,23,31,50,2,lz4,11.37,4512.7
2,11,3,14,15,3,22,38,58,48,snappy,13.28,4376.67
14,6,34,20,19,5,11,22,17,45,snappy,11.63,3202.51
9,12,76,13,13,13,30,48,57,13,lz4,14.67,5022.85
6,4,29,15,16,5,20,28,42,26,lz4,14.57,3158.75
9,11,91,2,16,2,26,25,8,21,none,6.94,6289.88
2,11,85,20,20,8,9,46,24,18,none,13.03,5972.05
16,16,15,17,17,19,5,13,31,68,lz4,13.65,1669.69
4,2,43,20,14,19,14,38,34,44,gzip,7.15,83.07
16,1,5,17,20,2,17,40,52,46,none,14.49,4694.82
9,11,35,2,10,15,15,5,23,25,snappy,11.62,753.44
7,11,34,12,5,10,11,22,4,92,none,5.6,6743.79
14,7,21,9,2,1,22,31,5,82,none,6.39,8157.62
1,7,4,9,9,20,16,31,58,44,lz4,14.47,3549.62
17,21,48,19,19,8,15,17,17,33,none,12.13,2558.27
11,23,39,4,13,10,14,26,45,11,gzip,6.94,102.59
15,12,44,7,11,19,19,31,50,87,snappy,14.91,3382.52
4,3,69,14,8,12,26,33,61,98,snappy,14.89,3550.47
6,2,3,5,12,20,14,11,39,22,none,14.89,1351.45
6,10,47,4,13,15,26,45,23,61,gzip,7.12,59.85
18,15,5,13,2,15,10,35,22,30,snappy,10.91,5238.03
11,5,32,14,2,2,20,37,59,10,lz4,12.04,5179.63
7,10,15,12,4,8,12,40,57,53,none,13.83,4857.56
15,16,75,8,2,6,13,46,18,70,gzip,7.2,50.21
18,2,84,13,18,10,21,36,1,90,snappy,1.8,27587.9
12,18,84,5,3,18,12,23,8,18,none,8.93,4659.44
16,11,9,19,4,9,29,10,2,77,none,3.94,4277.73
6,6,23,12,11,8,12,23,14,62,snappy,11.08,3477.21
10,24,65,13,6,13,14,30,58,37,lz4,14.81,3384.86
4,6,71,7,15,20,22,47,31,32,gzip,7.03,77.01
13,7,61,17,4,9,6,34,1,2,gzip,2.88,26114.25
20,1,2,7,13,6,23,9,63,44,snappy,14.36,1048.14
2,5,49,20,1,10,2,33,64,41,lz4,11.46,4942.18
20,4,20,18,11,2,23,44,2,27,lz4,3.58,18676.09
9,8,89,2,9,11,4,40,9,75,snappy,8.1,8280.19
9,17,22,10,4,1,14,40,29,53,lz4,12.08,5526.25
10,7,81,5,1,14,17,33,36,95,none,10.79,5439.14
16,3,71,9,5,7,24,1,60,33,gzip,6.96,139.96
15,11,27,12,20,4,30,42,50,76,gzip,7.06,117.54
15,12,21,6,17,7,10,17,59,58,none,15.12,1986.81
9,23,64,13,5,14,20,5,37,19,snappy,13.43,634.4
14,21,53,2,14,13,22,1,36,49,gzip,7.06,87.42
2,18,30,4,7,16,3,33,13,51,gzip,7.32,37.48
7,10,7,13,10,16,15,17,16,94,none,12.3,2532
8,15,62,2,20,2,11,8,39,0,lz4,13.12,1084.66
13,9,35,9,12,4,22,16,40,99,lz4,14.51,1912
19,23,52,15,15,12,13,35,59,21,gzip,6.94,133.02
7,10,41,3,9,4,8,32,51,33,none,13.52,4006.5
18,2,7,3,13,4,13,16,48,7,lz4,13.63,2021.38
20,21,81,15,6,10,23,41,49,70,lz4,14.49,4545.35
8,18,17,10,5,13,19,1,39,94,lz4,13.53,108.52
8,11,49,4,8,12,25,1,33,78,gzip,7.03,81.31
19,20,15,15,9,15,21,43,41,59,snappy,14.14,4690.57
9,7,74,17,18,16,7,45,3,21,none,5.34,14145.42
18,16,88,19,18,18,6,38,15,13,lz4,11.6,5539.23
9,21,25,20,7,4,8,26,4,75,lz4,5.91,7563.27
12,17,87,8,18,17,18,25,13,100,snappy,10.42,4017.63
19,24,86,18,19,11,9,25,10,26,none,10.27,4298.63
14,20,24,5,15,16,2,44,51,15,gzip,7,118.48
7,19,37,12,10,14,28,46,61,46,lz4,15.53,4599.9
3,17,42,15,15,2,9,38,13,29,none,10.67,6024.02
16,6,51,3,8,12,8,19,2,52,none,2.36,13074.71
15,19,75,13,6,16,19,24,4,88,none,6.04,6906.94
2,6,63,12,17,15,26,27,16,67,lz4,10.95,4221.98
8,23,84,10,9,14,14,20,10,89,gzip,7.51,35.09
6,13,58,17,13,6,20,23,39,96,gzip,7.02,99.77
18,16,39,5,11,11,10,18,42,40,lz4,15.13,2065.41
19,7,69,17,5,7,16,6,11,86,gzip,7.47,31.83
16,8,14,8,1,5,27,32,16,93,snappy,9.09,5911.54
15,17,73,1,20,6,12,22,34,75,lz4,11.77,3206.85
9,24,93,2,7,20,20,2,25,0,snappy,11.99,275.94
5,16,100,12,5,11,6,8,40,5,lz4,14.08,985.93
18,5,48,19,1,14,18,20,63,46,lz4,11.35,3051.71
3,6,36,7,7,15,24,27,21,15,snappy,12.26,3691.52
3,14,39,19,17,13,18,11,57,91,none,15.59,1269.37
14,8,72,10,8,9,26,11,9,48,gzip,7.69,27.36
6,3,70,16,10,4,30,24,8,28,none,9.39,4607.17
17,21,69,4,10,10,20,12,4,39,none,5.74,3722.28
9,4,29,10,12,13,4,38,22,7,lz4,12.93,4925.1
18,16,53,13,10,8,4,44,45,24,lz4,14.97,4659.93
17,14,77,16,1,5,4,6,35,100,lz4,10.72,986.92
12,19,89,19,8,7,13,27,43,17,none,14.55,3249.82
18,4,1,9,13,20,16,18,42,4,none,14.95,2150.02
9,20,18,7,1,14,25,39,45,10,lz4,11.39,5817.17
16,24,50,20,14,17,19,2,9,93,gzip,7.56,26.87
7,19,99,11,1,12,23,10,60,78,lz4,11.57,1524.19
18,19,66,5,5,10,20,31,63,76,snappy,14.16,3530.3
13,12,84,1,1,19,18,18,31,24,lz4,9.62,3309.32
15,4,93,20,10,9,13,40,22,87,lz4,12.98,5104.06
18,11,85,12,4,12,5,2,13,37,none,10.82,333.14
16,23,87,19,12,7,2,36,32,53,none,14.08,4434.05
16,13,94,2,17,16,1,29,21,16,snappy,11.52,4243.35
5,23,16,13,4,1,17,33,5,16,lz4,6.97,8219.26
5,15,80,19,15,11,19,27,28,41,gzip,7.12,72.47
13,20,6,18,18,2,18,32,45,24,none,14.5,3812.7
7,5,77,18,11,19,30,30,43,63,gzip,7.04,108.57
14,19,6,11,11,10,30,32,25,61,gzip,7.11,62.89
5,24,40,6,19,3,22,44,18,53,lz4,10.88,6497.72
13,21,47,7,5,18,23,44,64,53,snappy,13.68,4902.94
9,2,7,18,17,20,18,39,51,34,none,14.94,4446.61
18,15,13,14,16,12,29,5,58,67,lz4,15.03,571.84
20,17,68,20,19,14,15,47,41,2,snappy,13.64,5135.68
18,4,41,5,20,9,1,41,2,18,lz4,3.34,19597.21
13,20,86,4,17,19,30,20,48,59,gzip,7.04,117.72
9,8,84,10,9,8,12,17,2,6,snappy,3.46,8030.5
18,5,48,2,8,14,30,45,6,0,gzip,7.84,58.8
18,17,2,6,2,5,18,38,35,70,none,11.8,5508.96
11,7,8,2,10,17,25,47,14,6,gzip,7.33,40.28
15,16,53,4,14,15,24,47,42,80,snappy,13.97,5045.67
18,9,58,20,13,6,15,36,26,25,none,13.37,4632.72
9,3,81,5,16,3,21,1,1,5,none,1.66,879.94
13,10,86,5,8,13,20,13,2,0,none,3.5,6146.66
20,11,1,14,5,20,21,32,1,71,gzip,2.76,26086.27
15,3,55,7,19,9,26,2,55,6,lz4,15.46,198.75
20,21,37,20,1,5,15,40,54,79,gzip,6.94,131.05
11,8,25,5,6,4,5,12,26,55,snappy,12.47,1665.28
6,2,5,19,20,9,15,32,38,40,snappy,13.88,3756.05
1,8,61,5,17,16,29,42,8,36,snappy,8.22,8394.26
6,17,89,8,3,1,25,30,22,41,snappy,10.93,4652.34
12,13,37,1,17,14,7,33,63,67,gzip,6.99,148.12
15,24,40,17,2,17,4,6,44,98,none,12.73,852.3
1,7,24,4,19,5,19,5,39,83,none,14.18,638.12
1,11,99,15,2,3,24,8,49,59,lz4,11.65,1208.45
12,18,97,15,3,2,21,24,37,68,snappy,12.01,3325.14
20,23,51,13,6,4,30,22,37,96,gzip,7.07,94.31
15,21,10,4,12,3,21,40,52,53,gzip,6.94,124.42
4,5,95,18,3,9,13,34,17,77,lz4,11.2,5179.46
3,19,61,9,16,1,19,30,44,64,snappy,13.55,3635.85
4,8,80,17,7,3,18,17,9,59,snappy,9.3,3121.23
8,11,31,16,17,11,25,32,57,75,lz4,15.44,3399.1
15,14,78,11,3,8,5,41,25,55,none,12.33,5810.79
9,16,47,9,6,12,5,40,43,38,snappy,13.97,4453.75
17,22,38,15,11,6,4,27,10,86,gzip,7.59,40.4
12,7,57,1,2,11,1,4,22,36,lz4,9.84,730.12
19,16,92,6,12,2,29,38,14,79,lz4,10.26,5968.45
4,23,69,3,3,5,29,14,43,65,lz4,12.1,1997.31
20,9,29,10,4,16,5,34,31,39,lz4,12.96,4395.76
6,6,51,18,14,9,21,19,30,74,none,14.16,2419.78
17,8,45,3,6,1,30,28,9,48,none,7.54,6433.46
6,14,97,7,11,8,2,9,20,17,gzip,7.25,53.12
18,20,72,2,20,16,8,44,11,8,snappy,8.84,8366.52
10,4,89,7,9,3,24,2,40,0,lz4,13.91,233.55
20,12,81,20,12,3,23,36,32,99,lz4,13.29,4450.05
6,5,70,18,13,10,13,40,47,10,gzip,6.94,96.86
12,21,94,19,15,1,10,21,56,90,none,14.1,2637.8
8,12,5,8,7,3,11,2,38,74,snappy,13.25,236.74
2,13,11,11,14,1,18,24,44,17,lz4,13.92,2944.28
16,5,39,11,9,14,18,5,2,96,none,3.81,2216.53
6,17,32,10,14,16,29,41,49,99,lz4,15.27,4363.62
9,23,43,6,16,12,1,16,7,98,snappy,7.14,3788.34
14,17,73,7,1,18,2,2,57,53,snappy,10.52,290.4
14,6,100,6,15,2,25,21,50,52,none,14.36,2618.37
20,6,40,5,2,6,30,4,22,39,none,10.82,688.67
13,10,21,6,20,9,4,20,46,76,none,15.32,2319.8
16,8,91,5,5,9,7,43,43,88,lz4,14.11,4980.72
19,10,88,14,19,12,8,22,30,43,none,14.19,2761.06
11,12,91,18,11,6,18,42,47,15,snappy,14.82,4375.66
7,6,1,12,18,4,16,1,25,34,gzip,7.14,62.09
14,9,24,12,3,18,2,34,23,40,snappy,11.6,4785.4
11,10,86,4,20,3,16,35,13,8,gzip,7.36,35.77
5,17,7,12,10,3,27,13,45,59,gzip,6.96,108
18,5,87,1,2,19,16,25,38,84,snappy,11.23,3806.15
16,5,79,4,8,15,16,32,63,32,lz4,15.13,3528.01
7,2,70,14,13,17,27,35,29,33,none,13.94,4334.26
10,9,13,12,8,14,21,1,47,56,lz4,9.04,70.17
4,11,94,13,4,19,29,8,40,41,snappy,13.04,1052.42
4,3,90,4,1,3,1,39,19,42,lz4,9.29,7192.2
3,5,94,17,13,7,23,10,6,94,gzip,8,23.04
7,20,45,2,12,19,22,33,61,70,gzip,7,137.28
14,16,16,10,16,20,9,27,23,59,gzip,7.15,57.88
1,17,8,20,5,17,12,1,50,33,snappy,8.33,87.5
17,11,90,5,5,20,19,23,47,13,lz4,14.08,2752.76
20,22,100,18,5,18,12,40,35,40,lz4,13.5,4901.76
3,22,29,12,12,18,22,37,55,35,snappy,15.19,3807.27
18,13,17,11,8,7,30,18,26,57,snappy,13.31,2326.33
9,11,20,20,13,13,19,12,58,77,lz4,15.68,1326.02
7,7,72,18,14,16,6,10,53,16,gzip,6.89,118.53
13,6,47,2,2,18,16,5,13,45,none,9.38,993.12
18,3,73,4,8,3,24,35,29,31,none,12.89,4725.79
10,1,56,19,12,5,27,48,3,46,gzip,6.98,1748.56
1,16,94,8,17,1,26,29,1,41,snappy,1.79,22581.88
15,16,84,16,13,11,8,15,63,57,none,15.41,1725.29
16,16,84,19,17,18,20,21,18,92,snappy,11.86,3017.58
20,17,16,5,2,12,4,12,35,0,snappy,12.13,1709.76
16,5,18,18,16,14,14,40,8,73,none,9.09,7628.82
18,20,41,17,5,3,6,16,28,49,lz4,12.92,2177.1
18,15,83,7,16,17,27,31,49,84,gzip,7.01,114.64
8,21,59,4,13,13,28,41,40,63,gzip,7.05,95.5
15,6,91,12,11,13,8,3,22,18,lz4,12.68,411.35
16,19,42,5,11,16,22,18,58,25,none,15.67,2057.47
16,4,69,14,20,14,14,26,57,92,gzip,6.99,132.32
4,23,87,17,10,3,19,25,36,68,lz4,14.11,3044.18
7,23,50,4,15,17,19,37,2,19,lz4,3.2,18641.86
18,9,78,10,4,5,18,2,42,94,lz4,13.59,241.92
17,18,96,7,16,10,12,4,59,86,snappy,14.91,437.18
10,18,20,8,12,8,30,35,38,99,none,14.95,4048.64
3,7,25,18,7,1,14,47,16,50,lz4,11.38,6561.73
16,9,61,7,19,5,17,46,58,76,none,15.49,5027.96
5,23,5,4,15,11,17,45,8,64,gzip,7.77,26.69
20,11,69,3,1,20,17,43,56,90,none,11.22,6589.08
6,22,35,6,13,18,11,21,11,98,lz4,9.23,3910.05
5,13,8,13,1,2,2,38,29,29,lz4,9.94,6435.54
12,24,1,3,15,10,6,22,5,48,none,5.12,7423.28
11,14,10,4,7,6,17,21,10,0,snappy,8.64,4076.66
11,13,83,5,14,12,27,4,37,46,gzip,7.1,87.78
12,18,85,8,9,20,8,1,29,97,snappy,13.03,105.35
15,7,84,10,16,18,9,16,30,100,gzip,7.13,72.63
14,5,73,12,10,18,2,44,4,3,gzip,7.68,60.7
6,11,26,4,7,7,30,29,17,92,lz4,11.38,4339
17,22,55,14,19,3,21,33,46,40,lz4,14.69,3682.2
19,3,67,3,7,13,18,4,15,47,lz4,9.77,706.88
6,16,6,18,8,5,25,19,18,56,lz4,12.1,2722.18
5,9,88,11,11,6,22,14,9,2,lz4,9.48,2624.76
10,24,64,10,8,12,3,20,51,37,gzip,7.05,116.62
15,1,31,15,7,2,10,26,2,73,snappy,3.44,12105.36
10,1,29,15,11,12,17,26,44,11,snappy,14.43,2977.44
6,17,59,19,8,4,1,22,13,63,gzip,7.41,35.39
17,3,99,13,2,13,28,48,43,52,gzip,7.05,103.39
11,19,59,15,8,2,28,47,61,15,none,14.42,5391.85
11,19,86,14,7,6,4,33,46,81,gzip,7.06,107.44
3,7,11,5,1,12,4,47,64,48,gzip,7.01,150.21
6,8,61,1,20,16,7,19,36,27,none,13.21,2622.93
14,5,100,7,7,16,26,7,33,89,gzip,7.02,78.14
18,8,60,19,13,19,18,23,36,15,lz4,14.71,2704.91
15,8,4,2,2,13,7,26,26,10,snappy,10.98,4066.61
12,6,95,6,8,1,6,4,49,72,gzip,7.03,117.06
11,13,93,18,16,18,3,10,43,67,gzip,7.05,99.22
3,13,21,13,6,16,30,26,20,45,snappy,12.39,3500.31
11,7,10,7,8,18,10,26,35,65,snappy,13.93,3118.4
8,2,91,4,11,12,15,8,38,42,snappy,14.29,964.15
14,3,77,3,20,14,18,22,25,53,snappy,11.67,3130.52
19,18,4,12,12,19,14,4,28,74,lz4,13.48,518.49
5,6,6,4,4,18,16,9,57,14,snappy,13.87,1094.6
6,16,3,13,20,10,1,16,16,24,none,12.29,2380.41
